Monika,Thanks,,,,,,
My daughter,What is the meaning of my daughter name of SAYA,,,,,,
Malanchi,Sweet flower,,,,,,
Miliya,Joyful flower,,,,,,
Mannu,Please advice us the meaning of this name.,,,,,,
Manushi,"Please advise us the meaning of this name!
(कृपयायो नामको अर्थ हलिदिनुहोला !)",,,,,,
Menuka,"Please advise us the meaning of this name.
(कृपयायो नामको अर्थ हलिदिनुहोला !)",,,,,,
Manasi,Please advise us the meaning of this name.,,,,,,
Movisha,Please advise us the meaning of this name.,,,,,,
Melina,Please advise us the meaning of this name.,,,,,,
,,,,,,,
Nagina,Jewel,,,,,,
Naina/Nayana,Eyes,,,,,,
Nalika,"Lotus, pipe",,,,,,
Nalini/Nalinee,Lotus,,,,,,
Namita,Humble,,,,,,
Namrata,"Politeness, modesty",,,,,,
Nanda,"Happiness, a daughter, joyful",,,,,,
Nandana,"Daughter
(????)",,,,,,
Nandi,"The sacred cow, Shiva's vehicle",,,,,,
Nandika,Lakshmi,,,,,,
Nandini/Nandinee,"Bestower of joy, Ganga",,,,,,
Nandita,"Cheerful, happy",,,,,,
Narayani,Goddess Lakshmi,,,,,,
Narmada/Narbada,"Same as Gayatri , river Narmada",,,,,,
Nashita,Energetic and full of life,,,,,,
Navaneeta/Navanita,New rule,,,,,,
Naveena/Navina,New,,,,,,
Nayan/a,Eyes,,,,,,
Nayantara,Iris,,,,,,
Neeharika/Niharika,Dew drops,,,,,,
Neela/Nila,Blue,,,,,,
Neelam/Nilam,Sapphire,,,,,,
Neelanjana,Blue,,,,,,
Neelimaa/Nilima,Blue complexioned,,,,,,
Neeraja/Niraja,"Lotus, Goddess Lakshmi",,,,,,
Neeta/Nita,Within rules,,,,,,
Neeti/Niti,Moral philosophy,,,,,,
Neha,"Love, rain",,,,,,
Nehal,Rainy; handsome,,,,,,
Nidhi,"Same as Gayatri, treasuire",,,,,,
Niharika,"Dew, nebula",,,,,,
Nikhita,The earth,,,,,,
Nilasha,Blueness,,,,,,
Nilaya,Home,,,,,,
Nileen,Surrendered,,,,,,
Nilima,Blueness,,,,,,
Nimisha,Momentary,,,,,,
Niranjana,Name of a river; Goddess Durga; the night of the full moon,,,,,,
Nirmala,"Clean, virtuous",,,,,,
Nirmayi,Without blemish,,,,,,
Nirupa,Same as Gayatri,,,,,,
Nirupama,"Unique, uncomparable",,,,,,
Nirvana,"Deep silence, ultimate bliss",,,,,,
Nischita,Certainty,,,,,,
Nisha,Night,,,,,,
Nishita,Alert,,,,,,
Nishtha,"Faith, devotion",,,,,,
Nita,Moral,,,,,,
Niti,Morality,,,,,,
Nitu,Short form of any name starting with,,,,,,
Nivedita,One dedicated to service,,,,,,
Nivriti,Becoming liberated,,,,,,
Nutan,New,,,,,,
Nugaḥ [Newari name],Heart,,,,,,
Nirvik,Nirvik means strong,,,,,,
Namuna,Meaning of it is model.,,,,,,
Naina,Beautiful eye,,,,,,
Nostika,Please advise us the meaning of this name!,,,,,,
Neera,Play soccer,,,,,,
Nima,"Please advise us the meaning of this name.
(कृपयायो नामको अर्थ हलिदिनुहोला !)",,,,,,
Neera/Nira,Water (Newari),,,,,,
Nukisha,"Please advise us the meaning of this name.
(कृपयायो नामको अर्थ हलिदिनुहोला !)",,,,,,
Nitisha,Please advice us the meaning of Nitisha.,,,,,,
"Nala, Naala",Hollow reed,,,,,,
Norsang,"Please advise us the meaning of this name!
(कृपयायो नामको अर्थ हलिदिनुहोला !)",,,,,,
Navika,"Navika is a girl name which means new, young and very beautiful.",,,,,,
Nishma,Please advise us the meaning of this name.,,,,,,
Nabina,New,,,,,,
,,,,,,,
Ojal,Vision,,,,,,
Ojasvi,Bright,,,,,,
Oshika,Her name is oshika khanal.She studies in class7.,,,,,,
Oma,I am nikitta,,,,,,
Oashni,White colour,,,,,,
,,,,,,,
Padma/Padmaa,Lotus,,,,,,
Padmavati,Goddess Lakshmi,,,,,,
Padmini,Lotus,,,,,,
Pallavi,New leaves,,,,,,
Pampha,A flower,,,,,,
Pankaja,Lotus,,,,,,
Panna,Emerald,,,,,,
Parameshwari,Goddess Durga,,,,,,
Parimitaa,A moderate woman,,,,,,
Parinita,Expert,,,,,,
Parnita,Auspicious Apsara,,,,,,
Parvati/Parbati,Wife of Lord Shiva,,,,,,
Pavana,"Holy, sacred",,,,,,
Pavitraa/Pabitra,Pure,,,,,,
Payal/Paayal,Anklet,,,,,,
Piya,Beloved,,,,,,
Pooja/Puja,Worship,,,,,,
Poonam,Full moon,,,,,,
Poornima/Purnima,Full moon,,,,,,
Prabha,"Radiance, splendour",,,,,,
Prachi,"East, morning",,,,,,
Pradeepta/Pradipta,Glowing,,,,,,
Pragati,Progress,,,,,,
Pragya,Wisdom,,,,,,
Prakriti,Nature,,,,,,
Prama,Knowing truth,,,,,,
Pramila,One of Arjuna's wives,,,,,,
Pramiti,Knowledge of truth,,,,,,
Pranati,Prayer,,,,,,
Prapti,"Gain, achieve",,,,,,
Prarthana,Prayer,,,,,,
Prashansa,Prasie,,,,,,
Prashanti,Peace,,,,,,
Pratibha,Talent,,,,,,
Pratigya,"Pledge, vow",,,,,,
Pratikshya,"To wait, expectation",,,,,,
Pratima,"Icon, idol, statue",,,,,,
Pratishtha,Preeminence,,,,,,
Pratiti,Faith,,,,,,
Preet,Dear one,,,,,,
Preetal,Loved one,,,,,,
Preeti/Priti,Love,,,,,,
Prekshya,"Looking at, observing",,,,,,
Prema,Love,,,,,,
Premala,Loving,,,,,,
Prerana,Inspiration,,,,,,
Prisha,Dear one,,,,,,
Prita,Dear one,,,,,,
Priti,Love,,,,,,
Pritika,Beloved,,,,,,
Priya,"Loved one, darling",,,,,,
Priyanka,"Beautiful or lovable act, symbol or body",,,,,,
Priyasha,Dear one,,,,,,
Pujita,Worshipped,,,,,,
Punam/Poonam,Full moon,,,,,,
Punita,"Pure, holy",,,,,,
Punya,"Auspicious, virtuous, meritorious",,,,,,
Purnima/Poornima,Full moon,,,,,,
Pushpa,Flower,,,,,,
Pushpanjali,Flower offering,,,,,,
Pushpita,Decorated with flowers,,,,,,
Pic,Aakriti is best name,,,,,,
Preshna,Nepali meaning of this name,,,,,,
Palpasa,Palpasa,,,,,,
Prayash,Basu,,,,,,
Phul,Flower,,,,,,
Praseela,One of a kind,,,,,,
Palpasha,Palpasha girl name,,,,,,
Pomadavi,"Please advise us the meaning of this name.
(कृपयायो नामको अर्थ हलिदिनुहोला !)",,,,,,
Parisa,Angel; fairy; spirited (Nickname: Pari),,,,,,
Parva,The faithful name of holidays,,,,,,
Pujan,To worship,,,,,,
Pari,Angel; As beautiful and kind as an angel,,,,,,
Punam,Full moon,,,,,,
Phurba,"Please advise us the meaning of this name.
(कृपयायो नामको अर्थ हलिदिनुहोला !)",,,,,,
Prayasi,"Pease advise us the meaning of this name
(कृपयायो नामको अर्थ हलिदिनुहोला !)",,,,,,
Pooja,Pease advise us the meaning of this name,,,,,,
Pratika,Pease advise us the meaning of this name,,,,,,
Prashabdhi,Better human,,,,,,
Prashwedi,Please advise us the meaning of this name.,,,,,,
Prasamsha,Please advise us the meaning of this name.,,,,,,
Purnika,Full Moon,,,,,,
,,,,,,,
Raakhi,Symbol of protection;full moon in the Sravan month,,,,,,
Rachana,Creation,,,,,,
Rachita,Created,,,,,,
Radha,"Krishna Lover, Prosperity",,,,,,
Radhika,Radha,,,,,,
Ragini/Raginee,"Musical mode, tune of classical music",,,,,,
Rajalakshmi,Goddess lakshmi,,,,,,
Rajani/Rajanee,Night,,,,,,
Rajeshwari,Goddess Parvati,,,,,,
Rajkumari,Princess,,,,,,
Rajyashree/Rajashri,Queen,,,,,,
Rakhee/Rakhi,"A protective talisman, thread of brother-sister bonding",,,,,,
Rakshita,Protected,,,,,,
Rakshya,"Protector, guard",,,,,,
Rama/Ramaa,Goddess Lakshmi,,,,,,
Rambha,Name of an apsara,,,,,,
Rameshwari,Parvati,,,,,,
Rangana,A flower,,,,,,
Rani,"Queen, Princess",,,,,,
Ranjana,Delightful,,,,,,
Ranjini,Pleasing,,,,,,
Ranjita,Dorned,,,,,,
Rashmi,Ray of light,,,,,,
Rasika,Connosseur,,,,,,
Rati,"Most beautiful lady, wife of cupid",,,,,,
Ratna,Precious stone,,,,,,
Reema/Rima,Goddess Durga; white antelope,,,,,,
Reena,Gem,,,,,,
"Reena, Riena",Queen,,,,,,
Rekha,Straight line,,,,,,
Renu,"Atom, grain of sand",,,,,,
Renuka,Wife of Jamadagni rishi,,,,,,
Reshma,Silky,,,,,,
Reva,A star,,,,,,
Revati,"Wife of Balarama, a star",,,,,,
Richa,A Vedic hymn,,,,,,
Riddhi,Fortunate,,,,,,
Riju,Innocent,,,,,,
Rijuta,Innocence,,,,,,
Rima,Goddess Durga,,,,,,
Rishika,Saintly,,,,,,
Rita,Way of life,,,,,,
Riti,"Course, way, style",,,,,,
Ritika,Movement,,,,,,
Ritu,Season,,,,,,
Rochana/a,Splendid,,,,,,
Rohana,Sandalwood,,,,,,
Rohini/Rohinee,A star,,,,,,
Rohita,Daughter of Brahma,,,,,,
Rojita,Please advise us the meaning of this name.,,,,,,
Roma,Goddess Laxmi,,,,,,
Romila,Heartfelt,,,,,,
Roshni/Roshani,Light,,,,,,
Ruchi,Lustre; beauty; taste,,,,,,
Ruchika,Shining; beautiful; desirous,,,,,,
Ruchira,Beautiful,,,,,,
Ruchita,Splendorous,,,,,,
Rudrani,A wife of Shiva,,,,,,
Rukminee/Rukmini,Wife of lord Krishna,,,,,,
Ruma,Vedic hymn; wife a Sugriva,,,,,,
Rupa/Roopa,Beauty,,,,,,
Rupali,"Beautiful, pretty",,,,,,
Rupashi/Rupashri,Beautiful,,,,,,
Rupika,Gold-coin,,,,,,
Reeti,"Culture, Tradition",,,,,,
Riea,Meaning of the name Riea,,,,,,
Reesina,Nothing,,,,,,
Rukmina,Tree,,,,,,
Rashmi tandan,Delete this name,,,,,,
Ramayan,Lord ram,,,,,,
Ronisha,Ronisha,,,,,,
Rsroski,Glitter of the diamond.,,,,,,
Ramesh muna,Ramesh muna,,,,,,
Roshnee,Light,,,,,,
Roshika,Roshika,,,,,,
Rika,"Please advise us the meaning of this name.
(कृपयायो नामको अर्थ हलिदिनुहोला !)",,,,,,
Rashna,"Please advise us the meaning of this name.
(कृपयायो नामको अर्थ हलिदिनुहोला !)",,,,,,
Rasita,"Please advise us the meaning of this name
(कृपयायो नामको अर्थ हलिदिनुहोला !)",,,,,,
Rohini,"Pease advise us the meaning of this name
(कृपयायो नामको अर्थ हलिदिनुहोला !)",,,,,,
Rabina,"Pease advise us the meaning of this name
(कृपयायो नामको अर्थ हलिदिनुहोला !)",,,,,,
Rina,Please advise us the meaning of this name,,,,,,
Ruhi,Please advise us the meaning of this name.,,,,,,
Rashi,Please advise us the meaning of this name.,,,,,,
Ranjeeta,Please advise us the meaning of this name.,,,,,,
,,,,,,,
Sabita,Sun?,,,,,,
Sabitri/Savitree,"Vedic verse addressed to Savitr, the sun",,,,,,
Sachi,Wife of Indra,,,,,,
Sachita,Consciousness,,,,,,
Sadhana/Sadhanaa,"Long practice/study, fulfilment; worship",,,,,,
Sadhika,Achiever,,,,,,
Sadhvi,Virtuous woman,,,,,,
Sagarika,Wave; born in the ocean,,,,,,
Saguna,Possessed of good qualities,,,,,,
Sahana,Patience; a raga,,,,,,
Saheli,Friend,,,,,,
Sajala,Clouds,,,,,,
Sajani/Sajni,Beloved,,,,,,
Sakhi,Friend,,,,,,
Salena,The moon (muslim),,,,,,
Salila,Water,,,,,,
Salouni,Queen of liar; loose character; coward,,,,,,
Samata,Equality,,,,,,
Sameena/Samina,Happy (muslim),,,,,,
Samhita,A vedic omposition,,,,,,
Samidha,An offering for a sacred fire,,,,,,
Samita/Samhita,Composition,,,,,,
Sananda,Happy,,,,,,
Sanchita,Collection,,,,,,
Sandhya,"Dusk, twilight",,,,,,
Sangita,Musical,,,,,,
Sanjana,In harmony; gentle,,,,,,
Sanjna,Wife of the Sun,,,,,,
Sanjula,Beautiful,,,,,,
Sanoja,Veternal,,,,,,
Sanskriti,Culture,,,,,,
Santoshi/Santoshee,Satisfaction,,,,,,
Sapana/Sapanaa/Sapna,Dream,,,,,,
Sarala/Saralaa,Straight; honest,,,,,,
Saranya,Surrendered,,,,,,
Saraswati/Saraswatee,A goddess of learning,,,,,,
Sarayu,A holy river,,,,,,
Sarayu/Saryu,A river in Ramayana,,,,,,
Sarbani,Goddess Durga,,,,,,
Sarika/Saarikaa,A bird,,,,,,
Sarita,River,,,,,,
Sarjana,Creative; creation,,,,,,
Sarmistha,A daughter of Vrsaparvan,,,,,,
Saroj,Lotus,,,,,,
Saroja,Lotus,,,,,,
Sarojini/Sarojinee,Cluster of lotus,,,,,,
Sashi,Moon,,,,,,
Sasmita,Smiling,,,,,,
Sati,Chaste woman,,,,,,
Satya,Truth,,,,,,
Savarna; Sabarna,Daughter of the Ocean,,,,,,
Savita/Sabita,Sun,,,,,,
Savitri/Sabitri,A river; Goddess Saraswati,,,,,,
Seema,Border; limit,,,,,,
Sevati,White rose,,,,,,
Sevita,Cherished,,,,,,
Shabana,Decorated,,,,,,
Shabnam,Dew (muslim),,,,,,
Shaila,"Mountain, daughter of the mountain",,,,,,
Shailaja,Goddess Parvati,,,,,,
Shaili,"Literary, artistic style",,,,,,
Shakti,Goddess Durga; power,,,,,,
Shakuntala,A name in hindu mythology,,,,,,
Shalini,Modesty,,,,,,
Shama,Flame,,,,,,
Shameena,Beautiful,,,,,,
Shamitaa/Shamita,Peacemaker,,,,,,
Shanta/Shantaa,Peaceful,,,,,,
Shanti,Peace,,,,,,
Sharada,Goddess Saraswati,,,,,,
Sharika,Goddess Durga,,,,,,
Sharini,Earth,,,,,,
Sharmila,Shy,,,,,,
Sharmistha,Wife of Yayat,,,,,,
Shashi,The moon,,,,,,
Shaswati,Eternal,,,,,,
Sheela,Cool,,,,,,
Sheetal,Cool,,,,,,
Shefali,A flower,,,,,,
Shibani,Goddess Durga,,,,,,
Shikha,Flame;,,,,,,
Shila/Sheela,Statue,,,,,,
Shilpa,Perfectly created,,,,,,
Shilpita,Well-proportioned,,,,,,
Shivani,Goddess Parvati,,,,,,
Shobha,Splendour,,,,,,
Shobhana,"Ornamental, splendid",,,,,,
Shraddha,"Veneration, trust",,,,,,
Shree,Goddess Lakshmi,,,,,,
Shreela,Beautiful,,,,,,
Shreya,Auspicious,,,,,,
Shreyashi,Good,,,,,,
Shridevi,Goddess,,,,,,
Shrijani,Creative,,,,,,
Shristi/Sristi,Creation,,,,,,
Shruti,Hearing; Veidc text,,,,,,
Shubha,Auspicious,,,,,,
Shubhadra,Wife of Arjun,,,,,,
Shubhangi,Handsome,,,,,,
Shubhra,White; the Ganga,,,,,,
Shuchita,Purity,,,,,,
Shukla,Goddess Saraswati,,,,,,
Shukti,Pearl-oyster,,,,,,
Shushma/Sushma,Exquisite beauty; tiny,,,,,,
Shweta/Sweta,White,,,,,,
Shyama,Dark as cloud; Goddess kali,,,,,,
Shyamal,Dusky,,,,,,
Shyamala,Dusky,,,,,,
Shyamali,Dusky,,,,,,
Sibani,Goddess Parvati,,,,,,
Siddhi,Achievement,,,,,,
Sindhu,"Goddess Laxmi, river",,,,,,
Sita,Wife of Lord Rama,,,,,,
Sitara,A star,,,,,,
Smirti,Recollection,,,,,,
Smita,Smile,,,,,,
Smriti,Recollection; memory,,,,,,
Sneh,Love,,,,,,
Sneha,"Love, affection",,,,,,
Snehal,Friendly,,,,,,
Snigdha,Soft,,,,,,
Sohini,Beautiful,,,,,,
Sona,Gold,,,,,,
Sonal,Golden,,,,,,
Sonali,Of gold,,,,,,
Sonia,Golden,,,,,,
Sonika,Golden,,,,,,
Soniya,Golden,,,,,,
Sourabhi,Fragrance,,,,,,
Sraddha,Respect; faith,,,,,,
Sridevi/Sreedevi/Shreedevi,Goddess Lakshmi,,,,,,
Srijana/Shrijana/Sirjana,Creation,,,,,,
Sristi,Creation,,,,,,
Stuti; Stutee,Praise,,,,,,
Subhadra,A wife of Arjuna,,,,,,
Subhagya,Lucky,,,,,,
Subhashini,Well-spoken,,,,,,
Subhi,Lucky,,,,,,
Sucheta,With a beautiful mind,,,,,,
Suchi,Radiant,,,,,,
Suchira,Tasteful,,,,,,
Suchita,"Beautyful, auspicious",,,,,,
Suchitra,Beautiful picture,,,,,,
Sudeepa,Bright,,,,,,
Sudeepta,Bright,,,,,,
Sudeshna,Wife of king Virata,,,,,,
Sudevi,Wife of Krishna,,,,,,
Sudha,Nectar,,,,,,
Sudhi,Scholar,,,,,,
Sudipta,Bright,,,,,,
Sudipti,Brightness,,,,,,
Sugita,Beautifully song,,,,,,
Suhasini,Ever-smiling,,,,,,
Suhina,Beautiful,,,,,,
Sujala,Affectionate,,,,,,
Sujata,"Good caste, well born",,,,,,
Sujaya,Victory,,,,,,
Sukriti,Good deed,,,,,,
Sulakshana,Well brought up,,,,,,
Sulalita,Very pleasing,,,,,,
Sulekhaa,Good composition (female),,,,,,
Sulochana,One with beautiful eyes,,,,,,
Sumana,Good natured,,,,,,
Sumanta,Wise,,,,,,
Sumati,Wisdom,,,,,,
Sumita,Friendly,,,,,,
Sumitra,Friendly; name of the mother of Lakshmana,,,,,,
Sunanda,Very pleasing,,,,,,
Sunandini,Happy,,,,,,
Sunandita,Happy,,,,,,
Sunayana,A woman with lovely eyes,,,,,,
Sunayani,A woman with lovely eyes,,,,,,
Sundari,Beautiful,,,,,,
Suneeti,Mother of Dhruva,,,,,,
Sunetra,One with beautiful eyes,,,,,,
Sunita,One with good morals,,,,,,
Suniti,Good principles,,,,,,
Suprabha,Radiant,,,,,,
Supriti,True love,,,,,,
Supriya,Beloved,,,,,,
Suraksha,Protection,,,,,,
Suranjana,Pleasing,,,,,,
Surekha,Beautifully drawn,,,,,,
Sureshi,Goddess Durga,,,,,,
Suruchi,Good taste; good appetite,,,,,,
Surupa,Beautiful,,,,,,
Sushanti,Peace,,,,,,
Sushila,Well-behaved,,,,,,
Sushma,Beautiful woman,,,,,,
Sushmita,Smiling,,,,,,
Sushobhana,Very beautiful,,,,,,
Susila,Wife of Krishna,,,,,,
Susmita,Smiling,,,,,,
Swapna,Dreamlike,,,,,,
Swarupa,Truth,,,,,,
Swasti,Name of a star,,,,,,
Swati,Star,,,,,,
Sweta,Fair complexioned,,,,,,
Sanju,Beautiful,,,,,,
Swaa [Newari name],Flower,,,,,,
Simma [Newari name],Tree,,,,,,
Sworatmika,Sworatmika,,,,,,
Sunu,"She is kind, crazy lover, friendly",,,,,,
Sarmila,"She is funny, cute, pretty, friendly, talkative",,,,,,
Sadhana,Deep,,,,,,
Sony,One of the best dimond,,,,,,
Sunita Pradhan,Cute,,,,,,
Saraswati,Saraswati,,,,,,
Samjhana,Samjhana- remember or miss someone,,,,,,
Samikshya,"Good, priity ,lovely",,,,,,
Surisha,A melodious voice; A voice with Melody,,,,,,
Slekha,Princess,,,,,,
Saru,Nice,,,,,,
Sunjoti,Loves to be a singer and dancer,,,,,,
Swastika,Please advise us the meaning of this name!,,,,,,
Sambridhi,Prosperity,,,,,,
Supradeepti,Bright Light,,,,,,
Shrijana,"Creative,beautiful",,,,,,
Sarada,Goddess Saraswati; Knowledge,,,,,,
Sajana,Beloved/make up/ loved by everyone,,,,,,
Srishti,Sristi,,,,,,
Sonakshi,Sonakshi,,,,,,
Sangi,5 feet length,,,,,,
Sharwangeni,Sharwangeni,,,,,,
Sabina,Sabina,,,,,,
Shrutika,Goddess,,,,,,
Salina,Ocean,,,,,,
Salina dware,Ocean,,,,,,
Sujita,What is the meaning this name,,,,,,
Swaita leena,Swaita Leena,,,,,,
Selena,THE MEANING OF SELENA NAME IS Moon goddess.,,,,,,
Sabrina,She is beautiful.. sexy,,,,,,
Sesan Poudel,A very nice name,,,,,,
Sirju,God created,,,,,,
Sobah,Long hair,,,,,,
Seventika,Seventika,,,,,,
Sora,Love for all,,,,,,
Sarita purkoti,We are best friends.,,,,,,
Sapana,Dream; Beautiful Dream,,,,,,
Sandy,Sunshine,,,,,,
Saiecha,This name breaks(Sai and echa) this means the girl who was born by the pleasing wish of god Sai and Echa means wish altogether Saiecha,,,,,,
Seren,Star,,,,,,
Simran,Remembering God,,,,,,
Sara,Please advise us the meaning of this name.,,,,,,
(कृपयायो नामको अर्थ हलिदिनुहोला !),Edit,,,,,,
Sabitri,Please advise us the meaning of this name.,,,,,,
Sumdima,"Moon, Creator",,,,,,
Shila,Rock (Sanskrit),,,,,,
Sunila,Please Advise Us the Meaning of this name.,,,,,,
Shemfungma,Scent/Fragrance of a rare flower,,,,,,
Sulav,Please advise us the meaning of this name.,,,,,,
Subheksha,Wish,,,,,,
Stuti,Prayer,,,,,,
Seebani,Please advise us the meaning of this name!,,,,,,
Samu,Please advise us the meaning of this name,,,,,,
Samriddhi,Please advise us the meaning of this name.,,,,,,
Saanvi,Lord Laxmi,,,,,,
Sajina,Please advise us the meaning of this name.,,,,,,
Subodna,Please advise us the meaning of this name.,,,,,,
Sabya,Pease advise us the meaning of this name,,,,,,
Sasha,Pease advise us the meaning of this name,,,,,,
Saiyami,Pease advise us the meaning of this name,,,,,,
Sebika,Pease advise us the meaning of this name,,,,,,
Sabhyata,Pease advise us the meaning of this name,,,,,,
Sanjaya,Please advise us the meaning of this name.,,,,,,
Subi,Please advise us the meaning of this name.,,,,,,
Saharsha,Please advise us the meaning of this name.,,,,,,
Sumina,Please advise us the meaning of this name.,,,,,,
Sarik,Please advise us the meaning of this name.,,,,,,
Swastima,Please advise us the meaning of this name.,,,,,,
Sachina,Please advise us the meaning of this name.,,,,,,
Saaj,Please advise us the meaning of this name!,,,,,,
Semanti,Please advise us the meaning of this name.,,,,,,
Sadikshya,Beautiful,,,,,,
Sonam,Fortunate,,,,,,
Shreeti,Prayer,,,,,,
,,,,,,,
Taapasee,A female ascetic,,,,,,
Tamanna,Desire,,,,,,
Tamasi,Night,,,,,,
Tanu,Body,,,,,,
Tanuja,Daughter,,,,,,
Tanushri,Beautiful,,,,,,
Tanvi,A delicate girl,,,,,,
Tapani,The river Godavari,,,,,,
Tapasi,A female ascetic,,,,,,
Tara,Star; wife of Lord Brihaspati,,,,,,
Tarana,A musical composition,,,,,,
Tarannum,Melody,,,,,,
Tarika,Starlet,,,,,,
Tarini,Goddess Parvati,,,,,,
Tarpana,Offering,,,,,,
Tarulata,A creeper,,,,,,
Teertha/Tirtha,Place of pilgrimage,,,,,,
Tejasee,"Energetic, brilliant",,,,,,
Tejaswi,Lustrous,,,,,,
Tilottama,A celestial maiden,,,,,,
Tripti,Satisfaction,,,,,,
Trisha,Thirst,,,,,,
Trishna,Thirst,,,,,,
Tulasi,The sacred plant,,,,,,
Tshering,Tshering or Tsering is a Unisex name used both in Tibet and Nepal. It Means Long Life.,,,,,,
Teesa [Newari name],Jewellery,,,,,,
Tuku,What is meaning by name Tuku?,,,,,,
Tara buusal,Kritika Bhusal,,,,,,
Tisha,Ornaments; Jewellery,,,,,,
Teesha,Jewellery,,,,,,
Tejaswe,Bright light,,,,,,
Tomabung,Please advise us the meaning of this name!,,,,,,
,,,,,,,
Udipti,On fire,,,,,,
Udita,One who has risen,,,,,,
Uditi,Rising,,,,,,
Ujjwala,"Bright, lustrous",,,,,,
Uma,Goddess Parvati,,,,,,
Upama,Comparison; example,,,,,,
Upasana,Veneration,,,,,,
Urjita,Energized,,,,,,
Urmi,Wave,,,,,,
Urmila,Wife of Lakshmana,,,,,,
Urvashi/Urvasi,A celestial maiden,,,,,,
Usha,"Dawn, sun rise",,,,,,
Utsha / Utsaha,Enthuiasm,,,,,,
Unaati,Progress,,,,,,
Ushna,Please advise us the meaning of this name.,,,,,,
Unima,Please advise us the meaning of this name.,,,,,,
,,,,,,,
Vaijayanti/Baijayanti,A garland of Lord Vishnu,,,,,,
Vani/Bani,Voice; Saraswati,,,,,,
Vanita/Banita,Lady,,,,,,
Varuna/Baruna,Wife of the lord of the sea; name of a river,,,,,,
Vasanti/Basanti,Of spring,,,,,,
Vedika,Altar; a river in India; relating to Veda,,,,,,
Vibha/Bibha,Night,,,,,,
Vidya/Bidya,"Wisdom, knowledge",,,,,,
Vijaya/Bijaya,Victorious,,,,,,
Vinaya/Binaya,Modesty,,,,,,
Vindhya/Bindya,Knowledge,,,,,,
Vineeta/Binita/Vinita,Humble,,,,,,
Vrinda/Brinda,"Tulsi, basil; Radha",,,,,,
,,,,,,,
Yamini,Night,,,,,,
Yamuna,Jamuna river,,,,,,
Yasoda/Yashoda,Mother of Lord krishna,,,,,,
Yasodhara,Mother of Lord Buddha,,,,,,
Yuvani,Youthful,,,,,,
Yogita,One who can concentrate,,,,,,
Yoga,Exercise in Sanskrit,,,,,,
Yes,Meaning I dnt know,,,,,,
Yuvika,A happy woman; Bright Moon,,,,,,
Yoona,Amazingly awesome,,,,,,
Yunisha,Please advise us the meaning of this name!,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
Aashika,Lovable,Indian,,,,,
Abha,"Lustre, shine",Indian,,,,,
Abhati,"Splendour, light",Indian,,,,,
Abhaya,Fearless,Indian,,,,,
Abhidha,Literal meaning,Indian,,,,,
Abhidhya,"Wish, longing",Indian,,,,,
Abhijna,"Remembrance, recollection",Indian,,,,,
Abhilasa,"Desire, wish",Indian,,,,,
Abhilasha,Desire,Indian,,,,,
Abhinithi,"That which is already been performed, friendship",Indian,,,,,
Abhiprithi,Full of love,Indian,,,,,
Abhirathi,Pleasure,Indian,,,,,
Abhisri,"Surrounded by glory, shining, powerful",Indian,,,,,
Abhithi,Fearlessness,Indian,,,,,
Abja,Born in water,Indian,,,,,
Aboil,The name of a flower,Indian,,,,,
Achala,Constant,Indian,,,,,
Acira,"Brief, swift, fast",Indian,,,,,
Adarsha,Ideal,Indian,,,,,
Adhira,Lightning,Indian,,,,,
Adishree,Exalted,Indian,,,,,
Aditha,The first root,Indian,,,,,
Adithi,"Freedom, safety, abundance",Indian,,,,,
Aditi,Mother of gods,Indian,,,,,
Adrija,"Of the mountain, another name for parvathi",Indian,,,,,
Adrika,Celestial,Indian,,,,,
Advika,Unique,Indian,,,,,
Adya,"First, unparalleled",Indian,,,,,
Aghanashini,Destroyer of sins,Indian,,,,,
Agrata,Leadership,Indian,,,,,
Agrima,Leadership,Indian,,,,,
Ahalya,"Rishi Gautam's wife, woman rescued by Lord Rama",Indian,,,,,
Ahilya,Maiden,Indian,,,,,
Ahladita,In happy mood,Indian,,,,,
Ahladitha,Delighted,Indian,,,,,
Aishani,Goddess Durga,Indian,,,,,
Aishwarya,Wealth,Indian,,,,,
Ajala,The earth,Indian,,,,,
Ajanta,Famous Buddist cave,Indian,,,,,
Ajeeta,"Invincible, unconquerable",Indian,,,,,
Akalka,"Free from impurity, moonlight",Indian,,,,,
Akanksha,"Desire, wish",Indian,,,,,
Akhila,Complete,Indian,,,,,
Akriti,Diagram,Indian,,,,,
Akshaya,Indestructible,Indian,,,,,
Akshita,Seen,Indian,,,,,
Aksithi,Imperishability,Indian,,,,,
Akuti,Princess,Indian,,,,,
Alaka,Alka a girl with a lovely hair,Indian,,,,,
Alaknanda,A river in the Himalayas,Indian,,,,,
Alisha,Protected by God,Indian,,,,,
Alka,Lock of curly hair,Indian,,,,,
Almas,A diamond,Indian,,,,,
Alopa,Faultless,Indian,,,,,
Alpa,Little,Indian,,,,,
Alpana,A decorative design,Indian,,,,,
Amala,Amla the pure one,Indian,,,,,
Amani,"Road, one who shows the path",Indian,,,,,
Amari,Eternal,Indian,,,,,
Amarta,Immortality,Indian,,,,,
Amba,Parvati,Indian,,,,,
Ambalika,"Mother, one who is sensitive",Indian,,,,,
Ambika,Goddess Parvati,Indian,,,,,
Ambu,Water,Indian,,,,,
Ambuda,Cloud,Indian,,,,,
